country,code,year,new_cases,new_deaths,new_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations
South Africa,ZAF,2023,24056,27,0,41798812,24210952,21038796,4410601,0
South Africa,ZAF,2024,201,0,0,41798812,24210952,21038796,4410601,0
South Korea,KOR,2020,60722,900,4809285,41798812,24210952,21038796,4410601,0
South Korea,KOR,2021,574528,4725,40514612,103955630,43958868,42319016,18487659,103905273
South Korea,KOR,2022,28424023,26647,54945555,129647784,44764956,44347430,41325954,25720952
South Korea,KOR,2023,5512600,3669,0,129647784,44764956,44347430,41325954,647875
South Korea,KOR,2024,0,0,0,129647784,44764956,44347430,41325954,592850
South Sudan,SSD,2020,3540,64,23037,129647784,44764956,44347430,41325954,649650
South Sudan,SSD,2021,12086,72,31682,129647784,44764956,44347430,41325954,727615
South Sudan,SSD,2022,2742,2,4183,2310167,2252089,2210238,41325954,1517670
South Sudan,SSD,2023,451,9,0,4365547,4315127,4273253,513122,1517670
South Sudan,SSD,2024,36,0,0,4365547,4315127,4273253,513122,1367982
Spain,ESP,2020,1919549,53964,22859368,4365547,4315127,4273253,513122,1521828
Spain,ESP,2021,4180589,37311,50595397,83529790,39664716,37869504,13743032,112462395
Spain,ESP,2022,7654824,27668,19707403,104186560,41333244,40719960,26389932,26682865
Spain,ESP,2023,225378,2909,0,119228504,41351230,40739124,32914841,17394805
Spain,ESP,2024,0,0,0,119228504,41351230,40739124,32914841,15917438
Sri Lanka,LKA,2020,43307,210,1250417,119228504,41351230,40739124,32914841,17442462
Sri Lanka,LKA,2021,543946,14775,5440783,119228504,41351230,40739124,32914841,36358534
Sri Lanka,LKA,2022,84639,1838,999845,40116590,17143760,14752827,8220002,9093951
Sri Lanka,LKA,2023,823,73,0,40116590,17143760,14752827,8220002,5353455
Sri Lanka,LKA,2024,102,17,0,40116590,17143760,14752827,8220002,4825443
Sudan,SDN,2020,25500,1561,0,40116590,17143760,14752827,8220002,5368122
Sudan,SDN,2021,21411,1776,0,40116590,17143760,14752827,8220002,4298517
Sudan,SDN,2022,16791,1658,0,13711970,10504568,8302878,8220002,2384910
Sudan,SDN,2023,291,51,0,28662108,15207452,13416394,3891363,2384910
Sudan,SDN,2024,0,0,0,28662108,15207452,13416394,3891363,2149686
Suriname,SUR,2020,6098,120,10118,28662108,15207452,13416394,3891363,2391444
Suriname,SUR,2021,45933,1069,45821,28662108,15207452,13416394,3891363,1068920
Suriname,SUR,2022,29550,204,28245,505699,267820,237879,3891363,149357
Suriname,SUR,2023,914,11,0,554588,267820,237879,48889,145270
Suriname,SUR,2024,9,2,0,554588,267820,237879,48889,131738
Sweden,SWE,2020,447759,9706,4179271,554588,267820,237879,48889,145668
Sweden,SWE,2021,878413,5639,10978980,17617810,7593376,7256183,48889,145270
Sweden,SWE,2022,1354059,6961,3249334,25511046,7772354,7590411,9643313,145270
Sweden,SWE,2023,66386,4380,0,28237824,7775726,7593676,9836355,19986441
Sweden,SWE,2024,21084,1498,0,28312816,7775726,7593676,9836355,23223354
Switzerland,CHE,2020,451142,7528,3288431,28312816,7775726,7593676,9836355,24758662
Switzerland,CHE,2021,883690,4393,11090167,13846441,5966497,7593676,2202913,13840059
Switzerland,CHE,2022,3045631,1961,6899136,16877060,6095351,7593676,4838672,3014369
Switzerland,CHE,2023,66478,288,0,16940716,6096911,7593676,4885838,65149
Switzerland,CHE,2024,24785,0,0,16940716,6096911,7593676,4885838,1670
Syria,SYR,2020,11344,704,0,16940716,6096911,7593676,4885838,1830
Syria,SYR,2021,38899,2189,0,16940716,6096911,7593676,4885838,1825
Syria,SYR,2022,7180,270,0,4940436,3179030,2226318,4885838,7996628
Syria,SYR,2023,0,0,0,5090630,3295630,2358365,75881,10998910
Syria,SYR,2024,0,0,0,5090630,3295630,2358365,75881,9914086
Taiwan,TWN,2020,0,0,126987,5090630,3295630,2358365,75881,11029044
Taiwan,TWN,2021,0,0,4841790,34872136,18712858,16159278,158706,46449431
Taiwan,TWN,2022,0,0,8052744,64721772,21829864,20627468,22264439,38049194
Taiwan,TWN,2023,0,0,0,68158990,21899240,20793088,25466659,4799458
Taiwan,TWN,2024,0,0,0,68158990,21899240,20793088,25466659,225412
Tajikistan,TJK,2020,13665,90,0,68158990,21899240,20793088,25466659,3750036
Tajikistan,TJK,2021,3828,35,0,68158990,21899240,20793088,25466659,15868287
Tajikistan,TJK,2022,293,0,0,18871160,5311967,5170582,25466659,41341725
Tajikistan,TJK,2023,0,0,0,20568164,5328277,5191919,5322496,41341725
Tajikistan,TJK,2024,0,0,0,20568164,5328277,5191919,5322496,37490715
Tanzania,TZA,2020,509,21,0,20568164,5328277,5191919,5322496,41454990
Tanzania,TZA,2021,28797,716,0,20568164,5328277,5191919,5322496,41341725
Tanzania,TZA,2022,13090,108,0,35994690,31191544,29270880,7171363,41341725
Tanzania,TZA,2023,827,1,0,39392420,34434932,32165792,7171363,41341725
Tanzania,TZA,2024,89,0,0,39392420,34434932,32165792,7171363,37264185
Thailand,THA,2020,6919,121,1634168,39392420,34434932,32165792,7171363,41454990
Thailand,THA,2021,2216551,21637,16095726,105160270,51410504,46319204,7430561,112922545
Thailand,THA,2022,2500484,11971,7003909,142635000,57005496,53486090,32143431,40627125
Thailand,THA,2023,38456,848,0,142635000,57005496,53486090,32143431,12506725
Thailand,THA,2024,43389,219,0,142635000,57005496,53486090,32143431,11341715
Togo,TGO,2020,3611,68,177840,142635000,57005496,53486090,32143431,12540990
Togo,TGO,2021,26552,180,437427,142635000,57005496,53486090,32143431,12506725
Togo,TGO,2022,9180,42,92796,3396543,2242455,1456018,32143431,12506725
Togo,TGO,2023,184,0,0,3423181,2255579,1554066,427804,12506725
Togo,TGO,2024,10,0,0,3423181,2255579,1554066,427804,11273185
Tokelau,TKL,2020,0,0,0,3423181,2255579,1554066,427804,12438195
Tokelau,TKL,2021,0,0,0,3423181,2255579,1554066,427804,12506725
Tokelau,TKL,2022,5,0,0,5374,2203,2203,427804,12506725
Tokelau,TKL,2023,75,0,0,5374,2203,2203,968,12506725
Tokelau,TKL,2024,0,0,0,5374,2203,2203,968,11273185
Tonga,TON,2020,0,0,0,5374,2203,2203,968,12540990
Tonga,TON,2021,1,0,0,130236,73609,56627,968,12506725
Tonga,TON,2022,16411,12,0,202604,87265,77008,38331,12506725
Tonga,TON,2023,537,0,0,204737,87375,77390,38588,12506725
Tonga,TON,2024,43,1,0,204737,87375,77390,38588,11273185
Trinidad and Tobago,TTO,2020,7132,126,1539,204737,87375,77390,38588,12540990
Trinidad and Tobago,TTO,2021,83697,2699,423684,1408384,712256,668717,76184,4996629
Trinidad and Tobago,TTO,2022,95204,1458,241056,1580898,753588,716898,168619,190455
Trinidad and Tobago,TTO,2023,5463,107,0,1592148,754399,718969,174836,27375
Trinidad and Tobago,TTO,2024,0,0,0,1592148,754399,718969,174836,24675
Tunisia,TUN,2020,137216,4620,0,1592148,754399,718969,174836,27450
Tunisia,TUN,2021,588626,20944,825252,12156566,6889208,5921997,856236,10872452
Tunisia,TUN,2022,421729,3720,176555,13172572,7217098,6392574,1254078,1288161
Tunisia,TUN,2023,5790,139,0,16553338,8896848,6401841,1258577,249254
Tunisia,TUN,2024,0,0,0,16553338,8896848,6401841,1258577,211178
Turkey,TUR,2020,2194272,20642,24464277,16553338,8896848,6401841,1258577,233508
Turkey,TUR,2021,7247492,61462,94520585,131646010,56914268,51604896,23126843,131775438
Turkey,TUR,2022,7562913,19315,44179671,152543340,57941052,53176960,41425329,21378086
Turkey,TUR,2023,10,0,0,152543340,57941052,53176960,41425329,1905665
Turkey,TUR,2024,29,0,0,152543340,57941052,53176960,41425329,1728151
Turkmenistan,TKM,2020,0,0,0,152543340,57941052,53176960,41425329,1910886
Turkmenistan,TKM,2021,0,0,0,152543340,57941052,53176960,41425329,1905665
Turkmenistan,TKM,2022,0,0,0,8286809,2970000,2920000,41425329,1905665
Turkmenistan,TKM,2023,0,0,0,16775970,4614869,4568901,3816400,1905665
Turkmenistan,TKM,2024,0,0,0,16775970,4614869,4568901,3816400,1717709
Turks and Caicos Islands,TCA,2020,865,6,0,16775970,4614869,4568901,3816400,1895223
Turks and Caicos Islands,TCA,2021,2418,20,0,16775970,4614869,4568901,3816400,1905665
Turks and Caicos Islands,TCA,2022,3196,10,0,72837,32338,30288,3816400,1905665
Turks and Caicos Islands,TCA,2023,231,4,0,73907,32815,30710,7443,1905665
Turks and Caicos Islands,TCA,2024,116,0,0,73907,32815,30710,7443,1717709
Tuvalu,TUV,2020,0,0,0,73907,32815,30710,7443,1895223
Tuvalu,TUV,2021,0,0,0,73907,32815,30710,7443,1905665
Tuvalu,TUV,2022,2779,0,0,25591,9603,9322,7443,1905665
Tuvalu,TUV,2023,164,1,0,26783,9763,9505,5745,1905665
Tuvalu,TUV,2024,0,0,0,26783,9763,9505,5745,1717709
Uganda,UGA,2020,35220,304,669632,26783,9763,9505,5745,1910886
Uganda,UGA,2021,107451,2993,1270114,9763030,8354808,1408222,5745,19910740
Uganda,UGA,2022,27291,333,180574,26299538,18867076,12961901,453508,49010375
Uganda,UGA,2023,1998,2,0,26406936,20033188,13061126,764664,49010375
Uganda,UGA,2024,271,0,0,26406936,20033188,13061126,764664,44176475
Ukraine,UKR,2020,988108,15278,4182868,26406936,20033188,13061126,764664,49144650
Ukraine,UKR,2021,2617976,77255,8012416,28457564,20033188,13755421,764664,35840947
Ukraine,UKR,2022,1709592,15716,1182105,31668576,15774300,15153577,741197,23032135
Ukraine,UKR,2023,210004,1669,0,35735490,16267198,15741036,3294979,22971275
Ukraine,UKR,2024,15524,7,0,35735490,16267198,15741036,3294979,20831485
United Arab Emirates,ARE,2020,206092,665,20890341,35735490,16267198,15741036,3294979,23034210
United Arab Emirates,ARE,2021,553419,1497,90776778,35735490,16267198,15741036,3456677,24566196
United Arab Emirates,ARE,2022,287407,186,56855553,24922054,9991089,9792266,5138699,4482436
United Arab Emirates,ARE,2023,20112,1,0,24922054,9991089,9792266,5138699,2245480
United Arab Emirates,ARE,2024,0,0,0,24922054,9991089,9792266,5138699,2036312
United Kingdom,GBR,2020,2563561,93317,48972436,24922054,9991089,9792266,5138699,2251632
United Kingdom,GBR,2021,10878146,83496,343554199,133312820,51786770,47434252,34091798,130696366
United Kingdom,GBR,2022,10752848,39346,109956111,151248820,53806964,50745900,40373987,18560703
United Kingdom,GBR,2023,670728,15953,0,151248820,53806964,50745900,40373987,2187080
United Kingdom,GBR,2024,151552,0,0,151248820,53806964,50745900,40373987,2001328
United States,USA,2020,19577585,352004,257894445,151248820,53806964,50745900,40373987,7755908
United States,USA,2021,33956701,467051,468464707,521797700,244104720,210360590,77816104,516081380
United States,USA,2022,45877410,265838,186409972,666952260,268541250,229580640,133062763,145154549
United States,USA,2023,4025133,82030,0,676728770,270227170,230637340,133062763,12549777
United States,USA,2024,0,43990,0,676728770,270227170,230637340,133062763,3924834
United States Virgin Islands,VIR,2020,2017,23,31459,676728770,270227170,230637340,133062763,4300866
United States Virgin Islands,VIR,2021,7045,66,68077,676728770,270227170,230637340,133062763,4289115
United States Virgin Islands,VIR,2022,14714,38,15543,676728770,270227170,230637340,133062763,4289115
United States Virgin Islands,VIR,2023,1620,5,0,676728770,270227170,230637340,133062763,4289115
United States Virgin Islands,VIR,2024,0,0,0,676728770,270227170,230637340,133062763,3866079
Upper-middle-income countries,nan,2020,24644384,737965,0,676728770,626773570,779176000,133062763,7603200.2
Upper-middle-income countries,nan,2021,62763156,1601619,0,4492551700,2120213000,1926050000,432641976,4485099077
Upper-middle-income countries,nan,2022,144515791,383781,0,5840098000,2307455200,2158581000,1314303392,1347546103
Upper-middle-income countries,nan,2023,18902056,52904,0,5958109000,2324871700,2177804300,1348746002,117571898.4
Upper-middle-income countries,nan,2024,1336536,5059,0,5958533000,2324897000,2177814800,1349017831,424228.951
Uruguay,URY,2020,17991,168,638993,5958533000,2324897000,2177814800,1349017831,0
Uruguay,URY,2021,392349,6001,3771521,5958533000,2324897000,2177814800,1349017831,6987840
Uruguay,URY,2022,601677,1394,1676116,8785446,3010106,2902231,2872790,1806770
Uruguay,URY,2023,25905,63,0,9037498,3010464,2903186,3122733,2062455
Uruguay,URY,2024,4240,62,0,9037498,3010464,2903186,3122733,331
Uzbekistan,UZB,2020,9,0,0,9037498,3010464,2903186,3122733,366
Uzbekistan,UZB,2021,116776,860,0,39036800,18056728,11102403,3122733,46454035
Uzbekistan,UZB,2022,50507,156,0,71888010,21283788,17707136,14721017,53238959
Uzbekistan,UZB,2023,7789,0,0,83937950,22094470,18451780,16413048,53039245
Uzbekistan,UZB,2024,0,0,0,83937950,22094470,18451780,16413048,48098603
Vanuatu,VUT,2020,1,0,0,83937950,22094470,18451780,16413048,53184558
Vanuatu,VUT,2021,6,0,0,83937950,22094470,18451780,16413048,53039245
Vanuatu,VUT,2022,12007,14,0,293584,144824,131697,16413048,53039245
Vanuatu,VUT,2023,5,0,0,366638,176624,162250,27697,53039245
Vanuatu,VUT,2024,0,0,0,366638,176624,162250,27697,47807977
Vatican,VAT,2020,26,0,0,366638,176624,162250,27697,52748619
Vatican,VAT,2021,0,0,0,366638,176624,162250,27697,53039245
Vatican,VAT,2022,0,0,0,366638,176624,162250,27697,53039245
Vatican,VAT,2023,0,0,0,366638,176624,162250,27697,53039245
Vatican,VAT,2024,0,0,0,366638,176624,162250,27697,47807977
Venezuela,VEN,2020,112861,1021,0,366638,176624,162250,27697,53184558
Venezuela,VEN,2021,331325,4300,0,30049714,18393520,11608305,27697,53039245
Venezuela,VEN,2022,106202,510,0,37860990,22157232,14966671,651502,53039245
Venezuela,VEN,2023,2307,25,0,37860990,22157232,14966671,651502,53039245
Venezuela,VEN,2024,0,0,0,37860990,22157232,14966671,651502,47807977
Vietnam,VNM,2020,1456,35,0,37860990,22157232,14966671,651502,53184558
Vietnam,VNM,2021,1729801,32359,24988285,150935920,77555510,68435816,651502,160053002
Vietnam,VNM,2022,9793887,10792,4205614,265336580,90157000,85705656,57435666,88295136
Vietnam,VNM,2023,98880,20,0,266492140,90497670,85961570,57975220,24210450
Vietnam,VNM,2024,0,0,0,266492140,90497670,85961570,57975220,21822570
Wales,nan,2020,0,0,0,266492140,90497670,85961570,57975220,18240750
Wales,nan,2021,0,0,0,266492140,90497670,85961570,57975220,24210450
Wales,nan,2022,0,0,0,266492140,90497670,85961570,57975220,24210450
Wales,nan,2023,0,0,0,266492140,90497670,85961570,57975220,12801690
Wallis and Futuna,WLF,2020,4,0,0,266492140,90497670,85961570,57975220,24077790
Wallis and Futuna,WLF,2021,449,7,0,266492140,90497670,85961570,57975220,24210450
Wallis and Futuna,WLF,2022,2974,0,0,17959,7136,6794,57975220,24210450
Wallis and Futuna,WLF,2023,123,1,0,18058,7150,6803,3766,24210450
Wallis and Futuna,WLF,2024,210,1,0,18058,7150,6803,3766,21822570
World excl. China,nan,2020,82250668,1932037,0,18058,7150,6803,3766,24077790
World excl. China,nan,2021,203077334,3536458,0,18058,7150,6803,3766,24210450
World excl. China,nan,2022,359237931,1202082,0,18058,7150,6803,3766,24210450
World excl. China,nan,2023,30001029,228721,0,18058,7150,6803,3766,24210450
World excl. China,nan,2024,3049399,61701,0,18058,7150,6803,3766,21822570
World excl. China and South Korea,nan,2020,82189946,1931137,0,18058,7150,6803,3766,24077790
World excl. China and South Korea,nan,2021,202502806,3531733,0,18058,7150,6803,3766,24210450
World excl. China and South Korea,nan,2022,330813908,1175435,0,18058,7150,6803,3766,24210450
World excl. China and South Korea,nan,2023,24488429,225052,0,18058,7150,6803,3766,24210450
World excl. China and South Korea,nan,2024,3049399,61701,0,18058,7150,6803,3766,21822570
"World excl. China, South Korea, Japan and Singapore",nan,2020,81901073,1927694,0,18058,7150,6803,3766,24077790
"World excl. China, South Korea, Japan and Singapore",nan,2021,200778486,3515955,0,18058,7150,6803,3766,24210450
"World excl. China, South Korea, Japan and Singapore",nan,2022,301520652,1135432,0,18058,7150,6803,3766,24210450
"World excl. China, South Korea, Japan and Singapore",nan,2023,19066239,207614,0,18058,7150,6803,3766,24210450
"World excl. China, South Korea, Japan and Singapore",nan,2024,2967759,61631,0,18058,7150,6803,3766,21822570
Yemen,YEM,2020,2101,611,0,18058,7150,6803,3766,24276780
Yemen,YEM,2021,8025,1373,0,547019,331778,215241,3766,24210450
Yemen,YEM,2022,1819,175,0,1238962,1003208,757050,59240,24210450
Yemen,YEM,2023,0,0,0,1298654,1050202,807057,68925,24210450
Yemen,YEM,2024,0,0,0,1298654,1050202,807057,68925,21822570
Zambia,ZMB,2020,20462,386,574361,1298654,1050202,807057,68925,24276780
Zambia,ZMB,2021,228731,3344,2315185,1730165,1050202,1217415,68925,9078973
Zambia,ZMB,2022,85003,293,522790,12583850,10802844,8555745,68925,20556589
Zambia,ZMB,2023,15108,46,0,13615707,11711565,9213802,1414619,23908595
Zambia,ZMB,2024,588,9,0,13615707,11711565,9213802,1414619,21550487
Zimbabwe,ZWE,2020,13625,360,207082,13615707,11711565,9213802,1414619,23974098
Zimbabwe,ZWE,2021,198103,4637,1490978,13615707,11711565,9213802,1414619,12651673
Zimbabwe,ZWE,2022,48372,640,171623,12222754,6437808,4751270,1033676,5505635
Zimbabwe,ZWE,2023,5972,94,0,13935112,7525882,5662119,2299968,721970
Zimbabwe,ZWE,2024,325,9,0,13935112,7525882,5662119,2299968,650762
